Experiment,rev,typ,Created,parent,answer_accuracy,answer_page_accuracy,conditional_answer_accuracy,min_lot_size.answer_accuracy,min_lot_size.answer_page_accuracy,min_lot_size.conditional_answer_accuracy,min_lot_size.num_correct_answer,min_lot_size.num_correct_page_searched,min_lot_size.num_results,min_lot_size.num_row_input,min_lot_size.num_row_processed,min_lot_size.page_search_recall,min_lot_size.row_processed,page_search_recall,row_processed,max_height.answer_accuracy,max_height.conditional_answer_accuracy,max_height.num_correct_answer,max_height.num_correct_page_searched,max_height.num_results,max_height.page_search_recall,max_lot_coverage.answer_accuracy,max_lot_coverage.conditional_answer_accuracy,max_lot_coverage.num_correct_answer,max_lot_coverage.num_correct_page_searched,max_lot_coverage.num_results,max_lot_coverage.page_search_recall,max_lot_coverage_pavement.answer_accuracy,max_lot_coverage_pavement.conditional_answer_accuracy,max_lot_coverage_pavement.num_correct_answer,max_lot_coverage_pavement.num_correct_page_searched,max_lot_coverage_pavement.num_results,max_lot_coverage_pavement.page_search_recall,min_parking_spaces.answer_accuracy,min_parking_spaces.conditional_answer_accuracy,min_parking_spaces.num_correct_answer,min_parking_spaces.num_correct_page_searched,min_parking_spaces.num_results,min_parking_spaces.page_search_recall,min_unit_size.answer_accuracy,min_unit_size.conditional_answer_accuracy,min_unit_size.num_correct_answer,min_unit_size.num_correct_page_searched,min_unit_size.num_results,min_unit_size.page_search_recall,accuracy,max_height.accuracy,max_height.num_row_input,max_height.num_row_processed,max_height.row_processed,max_lot_coverage.accuracy,max_lot_coverage.num_row_input,max_lot_coverage.num_row_processed,max_lot_coverage.row_processed,max_lot_coverage_pavement.accuracy,max_lot_coverage_pavement.num_row_input,max_lot_coverage_pavement.num_row_processed,max_lot_coverage_pavement.row_processed,min_lot_size.accuracy,min_parking_spaces.accuracy,min_parking_spaces.num_row_input,min_parking_spaces.num_row_processed,min_parking_spaces.row_processed,min_unit_size.accuracy,min_unit_size.num_row_input,min_unit_size.num_row_processed,min_unit_size.row_processed,max_lot_coverage.num_correct_page_extracted,max_lot_coverage.page_extract_recall,min_lot_size.num_correct_page_extracted,min_lot_size.page_extract_recall,min_parking_spaces.num_correct_page_extracted,min_parking_spaces.page_extract_recall,max_height.num_correct_page_extracted,max_height.page_extract_recall,max_lot_coverage_pavement.num_correct_page_extracted,max_lot_coverage_pavement.page_extract_recall,min_unit_size.num_correct_page_extracted,min_unit_size.page_extract_recall,min lot size.answer_accuracy,min lot size.conditional_answer_accuracy,min lot size.num_correct_answer,min lot size.num_correct_page_extracted,min lot size.num_correct_page_searched,min lot size.num_results,min lot size.page_extract_recall,min lot size.page_search_recall,min unit size.answer_accuracy,min unit size.conditional_answer_accuracy,min unit size.num_correct_answer,min unit size.num_correct_page_extracted,min unit size.num_correct_page_searched,min unit size.num_results,min unit size.page_extract_recall,min unit size.page_search_recall,num_correct_answer,num_correct_page_extracted,num_correct_page_searched,num_results,page_extract_recall,extract_text.orig_document_s3_bucket,generate_dataset.seed,generate_dataset.test_split_frac,publish_datasets,eval.num-eval-rows,eval.terms,eval.search-method,eval.extraction-method,eval.k,eval.elastic-k,eval.embedding-k,data/hf_dataset,data/hf_text_dataset,data/names_all_towns.json,data/orig-documents,data/orig_documents_s3_manifest.json,data/textract_dataset,maxdumas/extract_text.py,maxdumas/generate_dataset.py,maxdumas/upload_zoning_docs.sh,templates/extraction.pmpt.tpl,templates/extraction_chat_completion.pmpt.tpl,templates/extraction_completion.pmpt.tpl,zoning/data_processing/eval.py,zoning/data_processing/extract_text.py,zoning/data_processing/generate_dataset.py,zoning/data_processing/generate_text_dataset.py,zoning/data_processing/index_towns.py,zoning/data_processing/upload_zoning_docs.sh
sixth-jake,4fc1490,branch_commit,2023-10-17T17:30:53,,0.0,,0.0,0.0,,0.0,0,4,10,10,10,0.4,1.0,0.3166666666666667,1.0,0.0,0.0,0,2,10,0.2,0.0,0.0,0,5,10,0.5,0.0,0.0,0,2,10,0.2,0.0,0.0,0,1,10,0.1,0.0,0.0,0,5,10,0.5,0.0,0.0,10,10,1.0,0.0,10,10,1.0,0.0,10,10,1.0,0.0,0.0,10,10,1.0,0.0,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,tournament_reduce,,0,0,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,73e54fedf2ba3bb6a081ea31936df975,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
named-mome,6e0b99d,branch_commit,2023-10-17T14:25:51,,0.38333333333333336,,0.9444444444444445,0.5,,1.0,5,5,10,10,10,0.5,1.0,0.39999999999999997,1.0,0.4,1.0,4,4,11,0.4,0.6,1.0,6,6,11,0.6,0.2,0.6666666666666666,2,3,10,0.3,0.2,1.0,2,2,10,0.2,0.4,1.0,4,4,10,0.4,0.38333333333333336,0.4,10,10,1.0,0.6,10,10,1.0,0.2,10,10,1.0,0.5,0.2,10,10,1.0,0.4,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",embeddings_knn,map,,1,1,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,e30b134b5c4e8cdc671f738859d3eb7f,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
metal-keep,fe16a0f,branch_base,2023-10-17T13:16:00,,0.38333333333333336,,0.9444444444444445,0.5,,1.0,5,5,10,10,10,0.5,1.0,0.39999999999999997,1.0,0.4,1.0,4,4,11,0.4,0.6,1.0,6,6,11,0.6,0.2,0.6666666666666666,2,3,10,0.3,0.2,1.0,2,2,10,0.2,0.4,1.0,4,4,10,0.4,0.38333333333333336,0.4,10,10,1.0,0.6,10,10,1.0,0.2,10,10,1.0,0.5,0.2,10,10,1.0,0.4,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",embeddings_knn,map,1,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,9ab9eaeba2379826f32163c5631a5e04,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,ffe4a24,baseline,2023-10-14T16:18:20,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,93885c7,baseline,2023-10-14T16:01:53,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,4a04f28,baseline,2023-10-11T20:15:03,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
trial-pour,f335142,branch_base,2023-10-14T10:57:27,,0.6833333333333335,,0.8706349206349207,0.8,,0.8,8,10,28,10,10,1.0,1.0,0.75,1.0,0.9,0.9,9,10,39,1.0,0.6,0.8571428571428571,6,7,18,0.7,0.6,0.6666666666666666,6,9,20,0.9,0.3,1.0,3,1,35,0.1,0.9,1.0,9,8,21,0.8,0.6333333333333334,0.9,10,10,1.0,0.6,10,10,1.0,0.6,10,10,1.0,0.8,0.1,10,10,1.0,0.8,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,9ab9eaeba2379826f32163c5631a5e04,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,752500a,baseline,2023-10-11T20:14:50,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,5883723,baseline,2023-10-11T20:04:06,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,d53a906,baseline,2023-10-11T15:41:46,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,jcllobet/feature-python-debugger,baseline,2023-10-11T15:40:37,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9b8f2f8,baseline,2023-10-11T15:39:04,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,5f7d0c0,baseline,2023-10-11T15:37:51,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,fb20117,baseline,2023-10-11T15:33:25,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9410300,baseline,2023-10-11T15:28:33,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,a858a73,baseline,2023-10-11T15:26:39,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1ef6023,baseline,2023-10-11T15:25:06,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,f5ce80e,baseline,2023-10-11T13:32:11,,0.7666666666666666,,0.9761904761904762,0.7,,1.0,7,7,123,,,0.7,,0.75,,1.0,1.0,10,10,123,1.0,0.9,1.0,9,9,126,0.9,0.6,0.8571428571428571,6,7,120,0.7,0.6,1.0,6,4,125,0.4,0.8,1.0,8,8,123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,10,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,map,12,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,2311e7a6bb96f9a48b11de97f333475a.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,ed75967007eee28c738026ed9ca013da,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
